"ff" "t" "td" "hu" "dd" "precip_log" "ws_arome" "p3031_arome" "u10_arome" "v10_arome" "t2m_arome" "d2m_arome" "r_arome" "tp_arome_log" "msl_arome" "rain" "rain_class" "rain_log" "month2" "month3" "month4" "month5" "month6" "month7" "month8" "month9" "month10" "month11" "month12"
"368" -1.19349573199656 2.05270420040585 1.80401321009506 -0.849762159735802 -0.988018761828175 -0.820398516270391 -1.22976155133366 -0.387447229145935 -0.698251642005761 0.296666248141645 1.96509045527296 1.9084298397884 -0.521563638056253 -1.04780052433693 0.477630188163011 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 0 0 1 0 0 0
"369" 1.47168054071531 0.479551152467359 -0.0051805496918915 -1.44944354473361 -0.0214715862699823 -0.820398516270391 1.5063304393173 -0.108219559594604 0.211941283292071 2.06198325611004 0.359212268000677 0.0250563290076288 -1.18491446980942 -0.211124626768512 0.667808193206819 0 "no_rain" 0 0 1 0 0 0 0 0 0 0 0 0
"371" 0.918955605879392 -1.63444963769572 -1.49608854810117 0.600367539665629 -0.115321591039583 2.56171455389336 0.675442224506162 0.214241725556288 -0.140919685345267 1.17569010513108 -1.6094148163897 -1.41760196037558 0.882139567363502 1.65313828219379 -0.368342086803894 3.4 "high_rain" 1.48160454092422 1 0 0 0 0 0 0 0 0 0 0
"372" 3.08586776158855 -0.345416542856591 -0.0806615524611282 0.766727596551274 -0.0932075094559459 1.36599338649878 3.57338091086821 -0.122733150478274 0.337568157776098 3.17269094673895 -0.191350070376516 0.022921612981639 0.598535639274171 1.50231756403148 -2.15338266865158 14.9 "high_rain" 2.76631910922619 1 0 0 0 0 0 0 0 0 0 0
"373" -0.226030722892489 -1.56061722033734 -1.5182356686743 0.268628901156205 -1.28035613300704 -0.612447306899028 -0.668971952475802 -1.40529480579538 -1.57254862259772 -0.0310349629413149 -1.62865911457551 -2.08827951784784 -1.35667672375041 -1.04780052433693 2.49211515693631 0 "no_rain" 0 0 0 0 0 0 0 0 0 0 0 1
"374" -1.19873234909591 1.02444450660198 1.07487576298584 -0.0675263760316091 0.376581882235566 0.920181475810447 -0.706547023180055 0.268325151136437 0.0414166819021284 0.631687913486542 1.08590445070895 1.17913880210869 -0.0362871763051231 1.98741217713451 -0.5532119847649 0.6 "low_rain" 0.470003629245736 0 0 0 0 0 0 0 1 0 0 0
"375" -1.06650776733744 1.86803887342858 1.02922557568248 -2.27142907654322 0.134405720502507 -0.612447306899028 -1.07588519667721 -0.378628050723455 -0.619489480837731 -0.801295416654152 1.8718685345045 1.04836950728921 -2.45859864771987 -1.04780052433693 0.260775542395323 0 "no_rain" 0 0 0 0 0 0 1 0 0 0 0 0
"376" -1.09059620599442 1.52197048795639 0.760657840080993 -2.13892991619182 -1.68326391210413 -0.820398516270391 -1.41373752140574 -1.37812216337946 -0.860383939966527 -0.51683657069583 1.40761850827104 0.7820187581098 -1.89814464990189 -1.04780052433693 0.993090161858329 0 "no_rain" 0 0 0 0 0 0 1 0 0 0 0 0
"380" -0.974343306388953 1.00109795453768 1.23460622034286 0.437442646196504 0.575069248644833 -0.284324643113219 -0.885867329531849 0.770704271772417 0.444437051020311 -0.0824137128619165 0.977670665551327 1.25339150601054 0.541162027474281 -0.36134007113484 0.536320742117076 0.4 "low_rain" 0.336472236621213 0 0 0 0 0 1 0 0 0 0 0
"381" 1.9445470647862 -1.019263776624 -1.22001791042809 -0.51164393202426 -2.10828577278485 -0.612447306899028 1.36773273432518 -2.05433497486362 -2.20465677479445 -1.75074355220266 -0.979334431924314 -1.1419066466818 -0.373448275380415 -0.391868726552284 0.791041829437024 0 "no_rain" 0 0 1 0 0 0 0 0 0 0 0 0
"383" -1.14165322271304 -0.12981914148366 -0.374449886592447 -0.596050804544414 -1.87420012870435 -0.436627064579996 -1.31106162059256 -1.73273105901781 -1.07105497993947 -0.445079779191215 -0.198123357517724 -0.443900134068037 -0.680528130652026 -0.710057279837872 0.886630532882118 0 "no_rain" 0 0 0 1 0 0 0 0 0 0 0 0
"384" 0.171952176657763 -0.335218229500141 0.196132256496127 1.69078655559456 0.333432454755281 2.14816141281244 0.472580969958274 -0.175708493473384 0.22243500505455 1.11049403426154 -0.343484845989093 0.150981805938804 1.62889756902751 1.05251634992514 0.643304376536082 0.6 "low_rain" 0.470003629245736 0 0 0 0 0 0 0 0 0 0 1
"385" -1.41867026726842 0.435807973689961 0.231838838644338 -0.708429722027642 -1.13364807957411 -0.612447306899028 -1.18482792123685 -0.962862193828061 -0.760006589678687 -0.17412007506067 0.339910008307985 0.455086449901394 0.212468627377034 1.32897234510239 0.221314724356638 0 "no_rain" 0 0 0 1 0 0 0 0 0 0 0 0
"386" 1.47168054071531 -0.709015913272171 -0.758273045583988 -0.165673902217827 0.568596834522791 1.72309770865894 1.5112004556301 0.450227273106632 1.59440242242356 0.361050490358027 -0.636980522302909 -0.777661029919928 -0.405824424424543 2.00371675463878 -2.69140695835276 0.4 "low_rain" 0.336472236621213 0 0 0 0 0 0 0 0 0 0 0
"387" -0.179424830708313 -0.217136931875605 0.0214863914062768 0.716181620565377 -0.400107812409406 0.0788953714556668 0.162317776320754 -0.470556171846153 -0.874688515051009 1.28691478122528 -0.292654760566085 0.0473324667399531 1.08964053222873 1.17517725243294 -0.185231836062645 1.8 "low_rain" 1.02961941718116 1 0 0 0 0 0 0 0 0 0 0
"388" -0.0108057601093911 -1.38606592313518 -1.13432211327221 0.949281995257647 -0.24692734485443 -0.820398516270391 -0.0355797148818608 -0.354949699566053 -0.751963341995367 1.17909440096141 -1.54988436883927 -1.23984242519463 1.34037682034247 0.446793324665139 0.011673660009191 1.2 "low_rain" 0.78845736036427 0 0 0 0 0 0 0 0 0 0 0
"389" 0.0541282919224905 -1.54730041446682 -1.51968201124219 0.238693905669405 1.39976268136161 1.43118678157931 0.0653542860727978 1.52817637549663 0.428913158607357 -1.30269963180266 -1.44865696065874 -1.489311111081 0.0662861029100453 1.27336801094258 -0.00330764587837581 3 "high_rain" 1.38629436111989 0 0 0 0 0 0 0 0 0 1 0
"390" 0.423309797426345 -1.86673518819779 -1.76574104062868 0.530682796073419 -1.34022596363593 -0.820398516270391 0.0206065798069963 -1.80168153720203 -1.77291950132352 -0.729098499171399 -1.69466143284837 -1.63348268159827 0.464766889745879 -0.628594862189596 0.304397294191243 0.4 "low_rain" 0.336472236621213 1 0 0 0 0 0 0 0 0 0 0
"392" 1.39129846824035 -0.543651526448949 -0.178651261445137 1.15391958735592 0.511423843111421 2.00427654912005 1.36522529102395 0.540553307525712 1.55389406222081 0.797903159038279 -0.457330532218518 -0.168363474958452 0.927537821901403 1.88994633215364 0.134323987768766 3.2 "high_rain" 1.43508452528932 0 0 0 0 0 0 0 0 0 0 0
"394" 0.795109611479874 -0.424221691521203 -0.103893429960064 0.98265215416097 -0.0532942890366946 0.640601197491264 1.09332207766053 -0.177845408881066 -0.286344192899889 1.63666622187608 -0.431585838620167 -0.120640284888355 1.02219298092247 1.34583179379008 -2.37486489495299 2.8 "high_rain" 1.33500106673234 0 1 0 0 0 0 0 0 0 0 0
"396" 0.752431182120207 -1.06705256731145 -1.48135393318949 -1.15009358986564 1.39005406017855 0.353958519508054 0.427218347880766 1.1206066916985 0.487482086755028 -1.42504257387835 -1.06392912654394 -1.34011620442387 -0.707364617899063 1.16604235726549 -0.366621326815507 0 "no_rain" 0 0 0 1 0 0 0 0 0 0 0 0
"398" -0.179686661563282 -0.214439857268771 0.0701196602562057 0.831995701465116 0.945614957131705 0.432649988119901 -0.498221836601127 0.880106038010283 0.646513159801273 -0.169589470994388 -0.238916151811925 0.0278551446398886 0.810695653288295 0.28940396138409 0.972927132389923 0.4 "low_rain" 0.336472236621213 0 0 0 0 0 0 0 0 1 0 0
"400" -0.168951596509626 -0.997265761863113 -0.749504593765223 0.853097419595158 0.507108900363397 1.77112896980531 -0.22363426846818 0.596188011973363 0.315329927947035 0.374864773048957 -1.03033765558187 -0.831771042153139 0.797104046421302 0.762660842940333 -1.46318292076867 8.4 "high_rain" 2.24070968927596 0 0 0 0 0 0 0 0 0 1 0
"402" -0.422665694972914 0.237572990097592 0.352156461022411 0.198453419933048 -0.237218723671368 -0.820398516270391 -0.504375563121063 -0.39197131107269 -0.512297474874079 0.562132809142772 0.16266853027373 0.364514366746304 0.52358078252954 -0.982527075611657 -0.00842131680430084 4.4 "high_rain" 1.68639895357023 0 1 0 0 0 0 0 0 0 0 0
"404" -0.0773107972710765 -1.06553546284518 -0.826793524744423 0.850152993809571 0.352310329277911 0.920181475810447 -0.258909816987639 0.524404230326239 0.509757220795939 0.481013983543039 -1.20866539361271 -0.997220741406174 0.90586426788294 -0.250607202853868 -0.652354981157739 29.7 "high_rain" 3.42426265459315 0 1 0 0 0 0 0 0 0 0 0
"405" -0.188065248922233 -1.23393405860094 -1.68022603629373 -1.26885209655097 1.15488968041105 -0.820398516270391 -0.263951694527152 1.19402832696224 0.470787263792893 -0.974938659642033 -1.16130686246523 -1.56989729872681 -1.09471709199161 0.701826607658292 -0.0651723700934969 0.6 "low_rain" 0.470003629245736 0 0 1 0 0 0 0 0 0 0 0
"406" 0.508404825290711 0.014052932067433 0.00413028058988539 -0.0159989247838425 0.608510054942042 0.0788953714556668 0.319952677956755 0.567751855408743 0.917263006586524 0.498020366289913 -0.0773687260285894 0.123793998043324 0.604530447486149 0.607207624873633 0.788115565275993 0.2 "low_rain" 0.182321556793955 0 0 0 1 0 0 0 0 0 0 0
"407" 1.40622282697349 -0.632570704888683 -0.352121973198604 0.875180612987058 0.186724401322346 2.8138721382887 2.06024127480917 0.309398744138626 1.21874023761005 1.44011526873343 -0.435413288155744 -0.280417152962613 0.475064866589903 2.6271502572631 -2.47313292863988 6.4 "high_rain" 2.00148000021012 0 0 0 0 0 0 0 0 0 0 0
"408" -1.21391853868401 0.878549627095863 0.358303416936702 -1.57016500194266 -0.547355233685849 -0.820398516270391 -1.24435636713473 -0.889775696019952 -0.570035809394115 -0.606979602431232 0.745567087412513 0.526903638119553 -0.78806997085066 -1.04780052433693 0.484036859532186 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 0 1 0 0 0 0
"409" 1.42926394221061 -0.119030843056932 0.171544432839435 0.815310622013455 0.561585052557242 -0.436627064579996 1.41642962292751 0.449984714066337 1.60352482134062 1.01695297074602 -0.130161210617837 0.210415681834999 1.01616099326589 0.0460436238766533 0.965762160008919 5.2 "high_rain" 1.82454929205105 1 0 0 0 0 0 0 0 0 0 0
"410" -0.838714923515908 0.32236227304576 0.665651212643331 0.938976505008094 0.324802569259235 -0.436627064579996 -0.777424775306229 0.308275495108522 0.274895480972139 0.488092573383354 0.302337601760653 0.569717788662738 0.741154032134188 0.36173515992695 -0.348179057335487 0.4 "low_rain" 0.336472236621213 0 0 0 0 0 0 0 1 0 0 0
"411" 0.154845894133236 -0.0571573294233181 -0.0261123407457962 0.0158990212266757 1.07668134310304 -0.436627064579996 0.166230636695639 1.10356262594338 0.875001658756286 -0.766918402791024 0.14885403949904 -0.154918201963181 -0.979671497313459 -0.152242227709147 -0.766498727053837 0.2 "low_rain" 0.182321556793955 0 0 0 1 0 0 0 0 0 0 0
"412" 0.412574732372689 -0.278158244852031 -0.117543287945932 0.437933383827438 0.0982680749877843 -0.820398516270391 0.498671720137166 0.0628169894243959 0.0819581244301237 1.09019351613699 -0.340551861078207 -0.21504711012013 0.367978771338886 -0.65536848160991 0.58243710980575 0.8 "low_rain" 0.587786664902119 0 0 0 0 0 0 0 0 0 0 0
"413" -0.159525685730804 -0.101331290950475 -0.768307047149706 -1.61138696294089 -1.7879012737438 -0.612447306899028 -0.424935957921625 -1.86548934245214 -1.56633271288019 -0.657078403592172 -0.171451694415674 -0.853317314371247 -1.63652052339886 -1.04780052433693 0.791576528868445 0.2 "low_rain" 0.182321556793955 0 0 1 0 0 0 0 0 0 0 0
"414" -1.41997942154325 1.66542114360026 1.07523734862792 -1.61187770057181 -0.283604358212661 -0.820398516270391 -1.34804233219901 -0.0933744434860251 -0.317094289040762 -0.235834158215533 1.52101816453703 1.07234204260804 -1.42441614777975 -1.04780052433693 -0.105935910383272 0 "no_rain" 0 0 0 0 0 1 0 0 0 0 0 0
"416" -0.211106364159355 -0.155357066665845 0.376563491857952 1.65250902038194 1.00440605207359 -0.612447306899028 -0.250810547803371 0.906072272837211 0.842716024560152 -0.2237016962703 -0.203862210044145 0.346254122150988 1.78761628094974 -0.476763093349778 0.935527337614169 0.2 "low_rain" 0.182321556793955 1 0 0 0 0 0 0 0 0 0 0
"417" -1.23172303682179 -1.40165838570509 -1.8764766434937 -1.21634317004134 0.219086471932553 -0.612447306899028 -1.05767986415844 0.0685166371743272 -0.352186553129367 -0.602835805922657 -1.44650881932524 -1.62592640551891 -0.285288167157788 0.055259713398832 0.0736501850145229 0 "no_rain" 0 1 0 0 0 0 0 0 0 0 0 0
"418" -1.42285956094789 0.299352855307352 0.609967023774241 0.84131971645281 -1.53385901945367 -0.436627064579996 -1.24263965475178 -1.75708431250957 -0.955940531602447 -0.668392107891494 0.634706543158071 0.672707019565986 -0.0941365461762821 -1.04627804627088 0.131345225845374 0 "no_rain" 0 0 0 0 0 1 0 0 0 0 0 0
"419" -1.17385841787402 -0.610235555801892 -0.259013670381477 1.11220688872677 1.07776007879005 -0.0298129321823407 -1.07939687958462 1.4358619872504 0.0304442994499885 -0.696488852336765 -0.614962944301672 -0.271077124028057 1.18133303473483 0.626714389939187 1.73316278398082 0 "no_rain" 0 0 0 0 0 0 0 0 0 0 0 1
"420" -1.4980050163235 -1.21421170053945 -0.760532955846604 1.64171279250145 -1.66114983052048 -0.436627064579996 -1.53664505786351 -1.42149655749853 -0.949371890080379 -0.217184131267278 -1.2974392869973 -0.914883094234057 1.54682342203015 -0.132154938907678 1.69860661799942 4 "high_rain" 1.6094379124341 0 0 0 0 0 0 0 0 0 0 1
"422" 1.13787113690394 -0.235637178005859 -0.545144137166139 -0.942388887574045 -1.94621857790357 2.87801769323898 0.875314397530862 -1.86246194488829 -2.31789089560097 -1.15909522014646 -0.159143456529194 -0.561789924126427 -1.19183189861347 -1.04780052433693 -0.261446920836268 0.2 "low_rain" 0.182321556793955 0 0 0 1 0 0 0 0 0 0 0
"423" -0.599663352930786 1.0698733570085 1.20576976539288 0.178823914695812 -1.9917823185881 -0.612447306899028 -0.891138049439915 -1.79687205392462 -1.21705871953358 -0.694137855325113 1.10800038868723 1.35709454647522 0.465301746636652 -0.944850353361892 0.73312902011048 0.2 "low_rain" 0.182321556793955 0 0 0 1 0 0 0 0 0 0 0
"424" 1.19125969504536 -0.388822587308278 -0.191216362504983 0.563562217345795 1.33395980445419 -0.149984386596786 0.836248229536416 1.35780685979807 1.0654137456853 -1.39502668673528 -0.400530245766036 -0.150991931884664 0.78845808528487 0.709241414389495 0.157238288857004 12.1 "high_rain" 2.57261223020711 0 0 0 0 0 0 0 0 0 0 0
"425" 0.867898589160774 -0.832154225784274 -0.488168571004034 1.12889196817845 0.539470970973605 2.09630821543743 0.984325741259155 0.70667026358421 1.5663212228642 0.324588782046698 -0.719571191610005 -0.515985828614998 0.704781047530548 2.289267199096 -2.68543776833656 12.9 "high_rain" 2.63188884013665 0 0 0 0 0 0 0 0 0 0 0
"426" 1.17214604263275 1.37556990696152 1.7173230524235 0.688700313233228 0.41757383834182 -0.612447306899028 1.2000031019056 0.281752395364811 1.16449782007809 1.34599197655527 1.3730756891458 1.86483085250283 1.10016224965889 0.118727288047717 0.129886954668778 2.6 "high_rain" 1.28093384546206 0 0 0 0 0 0 1 0 0 0 0
"427" -0.161358501715571 0.591732599389666 0.270799691570619 -0.954289275124129 1.26923566323378 -0.612447306899028 -0.338012416082469 1.48430440807206 0.258040458338113 -1.06794272553014 0.545690936194178 0.199744823052093 -1.02770964330712 0.378361198332875 0.988268145167726 0 "no_rain" 0 0 0 0 0 0 1 0 0 0 0 0
"429" -0.0972099422485912 -0.656254391278696 -0.341093611117223 1.01798526358801 -0.592662132540139 -0.612447306899028 -0.306888184280822 -0.733503305009626 -0.234653461296374 -0.730488078160452 -0.646332972110499 -0.373591026159773 0.947562066183735 0.0413576640462918 1.02849309730294 0 "no_rain" 0 0 0 0 0 0 0 0 0 0 0 1
"430" -0.514306494211457 1.12086492379154 1.5595813160976 1.05380911064597 0.502254589771866 -0.284324643113219 -0.722518925364231 0.794493740559516 0.535103764621912 -0.152796811893964 1.25194907579826 1.25582856379152 -0.303138203593028 -0.0692112024435577 -0.421743977290834 7.6 "high_rain" 2.15176220325946 0 0 0 0 0 0 1 0 0 0 0
"433" 0.548203115245734 0.190879885969184 0.554644420547023 0.985105842315622 1.19803910789132 -0.612447306899028 0.103612179163491 1.17929390580301 0.790080000084141 -0.686297496823551 0.18822665249864 0.649042903678825 1.33615062603671 -0.388928983643086 0.770266326074457 0 "no_rain" 0 0 0 0 0 0 0 0 0 1 0 0
"434" -0.689994997894495 -0.638301988427856 -0.462857576063401 0.539025335799244 0.718541095016746 -0.612447306899028 -0.594382249430696 0.660869804987802 0.549132880226015 0.12494128145399 -0.678221834178842 -0.488665128228967 0.66523351576784 -0.600587292231648 1.00446467703578 0.2 "low_rain" 0.182321556793955 1 0 0 0 0 0 0 0 0 0 0
"435" -0.145124988707602 -1.19727070066612 -1.00026423649789 0.704894655053955 1.15219284119352 1.33194387584596 -0.356813992474264 0.899660082249814 0.43991485391798 -0.767000131427496 -1.00853451027916 -0.845955070399131 0.66121659666907 1.39270775305285 -0.339157219656281 2.8 "high_rain" 1.33500106673234 0 0 0 0 0 0 0 0 0 1 0
"438" 0.0399894257542578 0.503571973183266 0.477988264441194 -0.168618328003413 1.34043221857623 0.702268859002126 0.0171976008036429 1.32773366540175 0.677755125509186 -1.029449006815 0.528306132696744 0.589650845829255 0.0304305976294031 0.602782543970089 -0.850446537786541 0 "no_rain" 0 0 0 0 0 1 0 0 0 0 0 0
"439" -0.0343705370564459 1.75105326236288 1.7245547652638 -0.325654369901376 1.06751208976349 -0.820398516270391 0.190958906743901 0.944999101160939 0.55630209621137 -0.0339569422688967 2.0375590056666 1.7398440591834 -1.13324238518616 -1.04051245601588 -0.506304261917727 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 1 0 0 0 0 0
"440" 0.533802418222538 0.445079167650423 0.208154979092739 -0.720207425169989 1.28433796285188 -0.612447306899028 -0.0132996225168589 1.27718690416466 0.66001147114816 -0.979998993949421 0.345467928062403 0.308853458328834 -0.233330315851183 1.45113715112572 0.416991383917 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 1 0 0 0 0 0
"441" 0.53825354275698 -0.476477512025922 0.0462550078836768 1.69863835768945 -0.196766135408609 -0.436627064579996 0.349355759184466 -0.228792956844696 -0.333866648170715 1.48418749519052 -0.481093920751445 0.0189268556467972 1.69833045338341 -0.631635968475048 0.870643992063484 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 0 0 0 0 0 1
"442" 0.69744670257708 -0.0314602019206147 0.515141189157509 1.67213852561917 -0.111546016135068 1.01528436283659 0.400035304397471 -0.157919171598917 -0.134362468121629 1.48081767019204 -0.0619498043630246 0.484735263439625 1.7259034376637 0.671404394563062 -0.377519473408607 7.6 "high_rain" 2.15176220325946 0 0 0 0 0 0 0 0 0 0 0
"443" -0.975914291518757 -1.57275405606749 -2.3336112914022 -2.16052237195279 0.24659423195123 -0.820398516270391 -1.14069638372836 0.407500820042833 -0.149255095257986 0.274399387952994 -1.72247980507199 -2.15674972024964 -1.27662455610046 -1.04780052433693 1.37833624129148 18.4 "high_rain" 2.96527306606928 1 0 0 0 0 0 0 0 0 0 0
"444" -0.150885267516884 -0.737925181712796 -0.470450874545574 0.876652825879852 0.539470970973605 -0.612447306899028 -0.259715686268799 0.508973828223117 0.681181734486224 0.42027504409426 -0.679081389226472 -0.481739207041343 0.697034882267631 -0.428047875717249 1.53475624077787 0.4 "low_rain" 0.336472236621213 0 0 0 0 0 0 0 0 0 0 1
"445" -1.61033045310446 -1.75202523383149 -1.32334100763187 1.69029581796363 -1.1012860089639 -0.820398516270391 -1.67631448351304 -1.15039634724601 -0.846930693197853 0.00813531977175641 -1.68381856798909 -1.27796841895098 1.7637591990746 -0.316868815011558 -0.283431817094632 0 "no_rain" 0 0 0 0 0 0 0 0 0 0 0 0
"446" 1.21849010396195 -0.515585093822997 -0.618158609305966 -0.317802567806475 0.828572135091451 1.06001848465988 1.62178759615567 0.710047843674952 2.07272451228346 0.315899874589839 -0.420987257879372 -0.728644746026022 -0.938754844575349 0.48204945068771 -1.11970172783324 0.2 "low_rain" 0.182321556793955 0 0 0 1 0 0 0 0 0 0 0
"447" -0.311911243321757 0.870121268949868 1.36830251147531 1.28641874770732 0.26007842803882 1.06001848465988 0.032631789063322 0.160120287836474 0.417336245569113 1.01435273924516 0.908258568857759 1.37278801570508 1.16984479257681 0.586983710471827 0.432341146321854 0 "no_rain" 0 0 0 0 0 0 0 0 0 1 0 0
"448" 0.277470011209576 0.451231869097024 0.800161071470284 0.893337905331513 0.251987910386268 0.76077265190571 0.614652946676836 0.298561400157358 0.868170133734073 1.11436603989847 0.569445120539355 0.845728688004687 0.655741485871943 0.494695988812449 -0.382195662981556 0.4 "low_rain" 0.336472236621213 0 0 0 0 1 0 0 0 0 0 0
"449" -0.953658668846543 1.15483120711951 1.52649622985386 0.849662256178637 -1.68811822269566 1.36599338649878 -0.512099321624865 -1.12801559348617 -0.711675159062668 -0.173523074291292 1.32146838884129 1.58772950904624 0.450278283511218 0.76176164284734 -0.191107696723551 0.4 "low_rain" 0.336472236621213 0 0 0 1 0 0 0 0 0 0 0
"450" -1.58807483043224 1.22605083345279 1.41765895160939 0.336841431855623 -0.944869334347903 -0.149984386596786 -1.36733781886688 -1.49783896072553 -0.802307792531683 -0.294048030503786 1.1926416017693 1.38648129420802 0.3180390969365 0.810045603924311 0.305228508761899 0 "no_rain" 0 0 0 0 0 1 0 0 0 0 0 0
"451" 0.721535141234073 -1.26292761062309 -1.27597328852889 0.029639674892751 1.38304227821301 0.178138277189022 0.392437528543497 1.48861989030158 0.614618422002011 -1.41680002488083 -1.25918228789037 -1.26110404441948 0.138839425054769 1.00341487312354 0.770091333533258 3.6 "high_rain" 1.52605630349505 0 0 0 0 0 0 0 0 0 0 0
"452" -1.34300115018288 1.20607562464692 0.969744737572102 -0.54354187803479 -1.34022596363593 -0.436627064579996 -1.34334050810582 -1.21088558334312 -0.76609789406194 -0.44147972761893 1.02548277243784 0.639457590584515 -0.944116727063982 -0.610867310165199 0.653167150593797 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 0 1 0 0 0 0
"455" -0.340450806513186 0.910408820887499 1.33729654267327 1.04448509565829 -0.34778913158958 0.0788953714556668 -0.246809981236559 -0.560169071966178 0.166499945249588 -0.420523214198022 1.05785987106024 1.37942048487463 0.652679176173068 -0.548286857542704 -0.483574675178512 0 "no_rain" 0 0 0 0 0 0 1 0 0 0 0 0
"456" -1.36866057396967 -0.679263809017092 -0.447580582688708 0.728940798969583 0.158137905616668 -0.612447306899028 -1.25336046714992 -0.948279139745697 -0.444403493623374 -0.0395837411982063 -0.610277515210121 -0.520109396418491 0.369096191699422 -1.04780052433693 0.813275603976201 0 "no_rain" 0 0 0 0 0 0 0 0 0 0 1 0
"457" 1.54604050352601 -1.24750371521602 -1.15330535947762 0.428609368839744 0.761690522497032 1.60700702389835 1.82571076673886 0.789890349772722 2.01584270233426 -0.0893258106393345 -1.10260777695484 -1.16936395873379 -0.0197780040650352 1.4098855808657 -2.55419336244292 7.1 "high_rain" 2.09186406167839 1 0 0 0 0 0 0 0 0 0 0
"458" -0.470842572286888 0.742178792294593 0.245759885861719 -1.3640551969516 -0.404422755157443 -0.820398516270391 -0.166398858337324 -0.39629997957124 -0.735219614486941 1.14685338494904 0.54806304609628 0.205493670549497 -1.03346308188086 -1.03398394013975 0.225777034157018 10.2 "high_rain" 2.41591377830105 0 0 0 0 0 0 0 1 0 0 0
"459" -0.181257646693086 -0.336398199640502 0.0495996750723153 1.18581753336644 0.816166674690876 -0.612447306899028 -0.0964501938051604 0.712323195621224 0.950277667580913 0.143653870030399 -0.389923207122773 0.000804583391411526 1.27391336245993 -0.458526471152537 0.650901969366149 0 "no_rain" 0 1 0 0 0 0 0 0 0 0 0 0
"460" 1.49157968569282 0.204870960491306 0.638984271545385 1.22115064279349 1.45531756924247 2.39078319133362 0.763129917565205 1.437124382476 0.977028448300948 -1.46798692692381 0.264785842445314 0.721565283856742 1.29680340657917 1.5233666255839 -1.21195196246471 0.2 "low_rain" 0.182321556793955 0 0 0 0 1 0 0 0 0 0 0
"461" -1.41867026726842 1.06422635705085 0.855393278287155 -0.798234708488035 -1.11854577995601 -0.820398516270391 -1.18057034918313 -1.38963396613931 -0.831064107013731 -0.0295814956639693 1.05454959737182 0.903704012123049 -0.684803837194314 -0.343699181216917 0.557407343330657 0.2 "low_rain" 0.182321556793955 0 0 0 1 0 0 0 0 0 0 0
"462" -0.829812674447019 -1.06730541805582 -0.587062244093136 1.70060130821318 -1.8979323138185 1.01528436283659 -0.838498255590922 -2.10379888234948 -1.05565913249122 -0.855525180791452 -1.19171932306512 -0.785314458120311 1.59133830262182 0.55583658062191 0.720490669913314 6.6 "high_rain" 2.02814824729229 0 0 0 0 0 0 0 0 0 0 1
"463" 1.03468484377493 -1.67027015981608 -1.85179842342666 -0.454718366836254 1.36470377153389 0.920181475810447 0.794254555935469 1.48840794137715 0.779227647140122 -1.59051642030042 -1.54547208023843 -1.71763646566571 -0.373491666488159 0.842384949572331 0.623739238250085 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 0 0 0 0 0 0
"464" 1.67041015963547 -0.605347108077186 -0.369568480425344 0.725996373183996 0.666222414196921 1.46243733646785 1.63562829089465 0.586107867012854 1.72832110246356 0.553890381916066 -0.566255626505179 -0.338832972598823 0.76106773899045 1.33143629021051 -1.36008314858333 8.6 "high_rain" 2.26176309847379 0 0 0 0 0 0 0 0 0 0 1
"465" 0.829933115190524 0.405044466457371 0.791392619651741 1.01847600121893 0.738497705226379 1.96527877082938 1.0695068810726 0.622162758588932 1.64760815155194 0.477803047418604 0.521659797010141 0.856825619161417 0.814199277763462 1.51123071481592 -0.801429182637227 1 "low_rain" 0.693147180559945 0 0 0 0 0 0 0 1 0 0 0
"466" 0.528565801123189 -1.73415711456219 -1.36727366313583 1.44787142828366 -0.514993163075642 0.0788953714556668 0.750345449647892 -0.607035260857698 -1.2769785627873 1.53674200788587 -1.48297357235871 -1.09446711177723 1.62496519896329 1.29341312755301 -0.783327176431753 0 "no_rain" 0 0 0 0 0 0 0 0 0 0 0 0
"467" 0.258880020506902 1.23439490801726 0.775302058582315 -1.32823134989363 0.652198850265822 -0.820398516270391 0.497721489601257 0.674239702387 1.19299643130777 0.205632044521645 1.3490010166413 0.609668627628006 -2.11513273065903 -0.835175275860269 -0.38152485824032 0 "no_rain" 0 0 0 0 0 0 0 0 1 0 0 0
"470" -1.64724860365485 0.144523916166486 -0.193205083536099 -0.904724774400078 0.749824429939951 -0.820398516270391 -1.6777961811015 0.177047803770716 -0.230032356539975 -0.381177997123056 -0.172229240979476 -0.182163248876813 -0.0271895543267354 -1.04780052433693 0.970545289468152 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 0 0 0 1 0 0
"471" 0.47279582901516 0.00343320080355442 0.500044988603746 1.49056560217467 0.605273847881022 -0.0298129321823407 0.510262403684177 0.538811477723943 1.22759139253531 0.583712661273975 0.0757813295379927 0.574555801008723 1.50804644330978 0.461971927894095 0.28822992774671 11.9 "high_rain" 2.55722731136763 0 0 0 0 0 0 0 0 0 1 0
